legacy_region_id,canonical_region_id,geometry_feature_id,mapping_status,boundary_version_from,boundary_version_to,requires_user_review,notes
gb-22746128B15758871990616,idn-adm2-gb-22746128b15758871990616,gb-22746128B15758871990616,ambiguous_metadata,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,yes,"Geometry feature remains usable by legacy geometry ID, but official metadata is unresolved."
gb-22746128B58041142516585,idn-adm2-gb-22746128b58041142516585,gb-22746128B58041142516585,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B51921656212420,idn-adm2-gb-22746128b51921656212420,gb-22746128B51921656212420,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B17104196518473,idn-adm2-gb-22746128b17104196518473,gb-22746128B17104196518473,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B71519500232359,idn-adm2-gb-22746128b71519500232359,gb-22746128B71519500232359,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B7219534805401,idn-adm2-gb-22746128b7219534805401,gb-22746128B7219534805401,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B76462588476684,idn-adm2-gb-22746128b76462588476684,gb-22746128B76462588476684,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B31420255543838,idn-adm2-gb-22746128b31420255543838,gb-22746128B31420255543838,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B11403753934380,idn-adm2-gb-22746128b11403753934380,gb-22746128B11403753934380,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B47089116764549,idn-adm2-gb-22746128b47089116764549,gb-22746128B47089116764549,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B46201528673681,idn-adm2-gb-22746128b46201528673681,gb-22746128B46201528673681,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B73854324401708,idn-adm2-gb-22746128b73854324401708,gb-22746128B73854324401708,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B79106566109504,idn-adm2-gb-22746128b79106566109504,gb-22746128B79106566109504,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B68993103553012,idn-adm2-gb-22746128b68993103553012,gb-22746128B68993103553012,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B66421464971893,idn-adm2-gb-22746128b66421464971893,gb-22746128B66421464971893,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B71384327775718,idn-adm2-gb-22746128b71384327775718,gb-22746128B71384327775718,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B44616450347238,idn-adm2-gb-22746128b44616450347238,gb-22746128B44616450347238,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B1660874628525,idn-adm2-gb-22746128b1660874628525,gb-22746128B1660874628525,ambiguous_metadata,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,yes,"Geometry feature remains usable by legacy geometry ID, but official metadata is unresolved."
gb-22746128B78667545948550,idn-adm2-gb-22746128b78667545948550,gb-22746128B78667545948550,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B57887954309635,idn-adm2-gb-22746128b57887954309635,gb-22746128B57887954309635,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B46933486274006,idn-adm2-gb-22746128b46933486274006,gb-22746128B46933486274006,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B71964042918672,idn-adm2-gb-22746128b71964042918672,gb-22746128B71964042918672,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B54859500646728,idn-adm2-gb-22746128b54859500646728,gb-22746128B54859500646728,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B12491014044373,idn-adm2-gb-22746128b12491014044373,gb-22746128B12491014044373,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B52341022582766,idn-adm2-gb-22746128b52341022582766,gb-22746128B52341022582766,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B2838702785556,idn-adm2-gb-22746128b2838702785556,gb-22746128B2838702785556,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B46636453933041,idn-adm2-gb-22746128b46636453933041,gb-22746128B46636453933041,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B70343351071090,idn-adm2-gb-22746128b70343351071090,gb-22746128B70343351071090,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B41252486574655,idn-adm2-gb-22746128b41252486574655,gb-22746128B41252486574655,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B37889128386884,idn-adm2-gb-22746128b37889128386884,gb-22746128B37889128386884,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B20472072190374,idn-adm2-gb-22746128b20472072190374,gb-22746128B20472072190374,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B21492383155838,idn-adm2-gb-22746128b21492383155838,gb-22746128B21492383155838,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B305851071948,idn-adm2-gb-22746128b305851071948,gb-22746128B305851071948,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B69994664325988,idn-adm2-gb-22746128b69994664325988,gb-22746128B69994664325988,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B36468792556341,idn-adm2-gb-22746128b36468792556341,gb-22746128B36468792556341,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B72920479258091,idn-adm2-gb-22746128b72920479258091,gb-22746128B72920479258091,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B59462811669242,idn-adm2-gb-22746128b59462811669242,gb-22746128B59462811669242,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B83440404091664,idn-adm2-gb-22746128b83440404091664,gb-22746128B83440404091664,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B71103770185906,idn-adm2-gb-22746128b71103770185906,gb-22746128B71103770185906,ambiguous_metadata,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,yes,"Geometry feature remains usable by legacy geometry ID, but official metadata is unresolved."
gb-22746128B40741333574981,idn-adm2-gb-22746128b40741333574981,gb-22746128B40741333574981,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B56085237319005,idn-adm2-gb-22746128b56085237319005,gb-22746128B56085237319005,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B85592790675198,idn-adm2-gb-22746128b85592790675198,gb-22746128B85592790675198,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B64050318598962,idn-adm2-gb-22746128b64050318598962,gb-22746128B64050318598962,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B68650893607060,idn-adm2-gb-22746128b68650893607060,gb-22746128B68650893607060,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B39847330151566,idn-adm2-gb-22746128b39847330151566,gb-22746128B39847330151566,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B93097528927367,idn-adm2-gb-22746128b93097528927367,gb-22746128B93097528927367,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B8837306932395,idn-adm2-gb-22746128b8837306932395,gb-22746128B8837306932395,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B40136746216216,idn-adm2-gb-22746128b40136746216216,gb-22746128B40136746216216,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B82886709098386,idn-adm2-gb-22746128b82886709098386,gb-22746128B82886709098386,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B60715781377305,idn-adm2-gb-22746128b60715781377305,gb-22746128B60715781377305,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B38192287274107,idn-adm2-gb-22746128b38192287274107,gb-22746128B38192287274107,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B53840275251202,idn-adm2-gb-22746128b53840275251202,gb-22746128B53840275251202,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B38340908247842,idn-adm2-gb-22746128b38340908247842,gb-22746128B38340908247842,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B49947212525753,idn-adm2-gb-22746128b49947212525753,gb-22746128B49947212525753,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B40819362853427,idn-adm2-gb-22746128b40819362853427,gb-22746128B40819362853427,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B79405855452274,idn-adm2-gb-22746128b79405855452274,gb-22746128B79405855452274,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B56151469580770,idn-adm2-gb-22746128b56151469580770,gb-22746128B56151469580770,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B26305825050369,idn-adm2-gb-22746128b26305825050369,gb-22746128B26305825050369,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B82286187836997,idn-adm2-gb-22746128b82286187836997,gb-22746128B82286187836997,ambiguous_metadata,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,yes,"Geometry feature remains usable by legacy geometry ID, but official metadata is unresolved."
gb-22746128B17774751253690,idn-adm2-gb-22746128b17774751253690,gb-22746128B17774751253690,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B21241240008354,idn-adm2-gb-22746128b21241240008354,gb-22746128B21241240008354,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B30869437307727,idn-adm2-gb-22746128b30869437307727,gb-22746128B30869437307727,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B99951880476592,idn-adm2-gb-22746128b99951880476592,gb-22746128B99951880476592,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B17511076551422,idn-adm2-gb-22746128b17511076551422,gb-22746128B17511076551422,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B86355072671334,idn-adm2-gb-22746128b86355072671334,gb-22746128B86355072671334,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B32802105420608,idn-adm2-gb-22746128b32802105420608,gb-22746128B32802105420608,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B28296608330436,idn-adm2-gb-22746128b28296608330436,gb-22746128B28296608330436,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B1615833901652,idn-adm2-gb-22746128b1615833901652,gb-22746128B1615833901652,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B63742079715926,idn-adm2-gb-22746128b63742079715926,gb-22746128B63742079715926,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B81791072961966,idn-adm2-gb-22746128b81791072961966,gb-22746128B81791072961966,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B45484540858108,idn-adm2-gb-22746128b45484540858108,gb-22746128B45484540858108,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B96094928872069,idn-adm2-gb-22746128b96094928872069,gb-22746128B96094928872069,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B64633952285861,idn-adm2-gb-22746128b64633952285861,gb-22746128B64633952285861,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B56277764926455,idn-adm2-gb-22746128b56277764926455,gb-22746128B56277764926455,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B24447956326165,idn-adm2-gb-22746128b24447956326165,gb-22746128B24447956326165,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B73073409478343,idn-adm2-gb-22746128b73073409478343,gb-22746128B73073409478343,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B69202393010200,idn-adm2-gb-22746128b69202393010200,gb-22746128B69202393010200,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B88028223529334,idn-adm2-gb-22746128b88028223529334,gb-22746128B88028223529334,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B11198700179718,idn-adm2-gb-22746128b11198700179718,gb-22746128B11198700179718,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B78249855862414,idn-adm2-gb-22746128b78249855862414,gb-22746128B78249855862414,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B22870517920414,idn-adm2-gb-22746128b22870517920414,gb-22746128B22870517920414,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B90195550492320,idn-adm2-gb-22746128b90195550492320,gb-22746128B90195550492320,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B68991025063444,idn-adm2-gb-22746128b68991025063444,gb-22746128B68991025063444,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B58388026658287,idn-adm2-gb-22746128b58388026658287,gb-22746128B58388026658287,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B66626446070966,idn-adm2-gb-22746128b66626446070966,gb-22746128B66626446070966,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B56363132836699,idn-adm2-gb-22746128b56363132836699,gb-22746128B56363132836699,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B13880384963573,idn-adm2-gb-22746128b13880384963573,gb-22746128B13880384963573,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B71762235135177,idn-adm2-gb-22746128b71762235135177,gb-22746128B71762235135177,ambiguous_metadata,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,yes,"Geometry feature remains usable by legacy geometry ID, but official metadata is unresolved."
gb-22746128B64728543729693,idn-adm2-gb-22746128b64728543729693,gb-22746128B64728543729693,ambiguous_metadata,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,yes,"Geometry feature remains usable by legacy geometry ID, but official metadata is unresolved."
gb-22746128B6711072078761,idn-adm2-gb-22746128b6711072078761,gb-22746128B6711072078761,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B37126944555810,idn-adm2-gb-22746128b37126944555810,gb-22746128B37126944555810,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
