canonical_region_id,geometry_feature_id,legacy_region_id,geometry_source_id,geometry_source_name,geometry_snapshot_name,official_current_name_verified,region_type,current_province_id_verified,geometry_snapshot_province,kemendagri_code_verified,bps_code_verified,aliases,valid_from,valid_to,status,match_status,ambiguity_reason,geometry_boundary_version,metadata_source_version,source_access_date,notes
idn-adm2-gb-22746128b31420255543838,gb-22746128B31420255543838,gb-22746128B31420255543838,22746128B31420255543838,Dompu,Kabupaten Dompu,,Kabupaten,,Nusa Tenggara Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b11403753934380,gb-22746128B11403753934380,gb-22746128B11403753934380,22746128B11403753934380,Donggala,Kabupaten Donggala,,Kabupaten,,Sulawesi Tengah,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b47089116764549,gb-22746128B47089116764549,gb-22746128B47089116764549,22746128B47089116764549,Empat Lawang,Kabupaten Empat Lawang,,Kabupaten,,Sumatera Selatan,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b46201528673681,gb-22746128B46201528673681,gb-22746128B46201528673681,22746128B46201528673681,Ende,Kabupaten Ende,,Kabupaten,,Nusa Tenggara Timur,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b73854324401708,gb-22746128B73854324401708,gb-22746128B73854324401708,22746128B73854324401708,Enrekang,Kabupaten Enrekang,,Kabupaten,,Sulawesi Selatan,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b79106566109504,gb-22746128B79106566109504,gb-22746128B79106566109504,22746128B79106566109504,Fakfak,Kabupaten Fakfak,,Kabupaten,,Papua Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b68993103553012,gb-22746128B68993103553012,gb-22746128B68993103553012,22746128B68993103553012,Flores Timur,Kabupaten Flores Timur,,Kabupaten,,Nusa Tenggara Timur,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b66421464971893,gb-22746128B66421464971893,gb-22746128B66421464971893,22746128B66421464971893,Garut,Kabupaten Garut,,Kabupaten,,Jawa Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b71384327775718,gb-22746128B71384327775718,gb-22746128B71384327775718,22746128B71384327775718,Gayo Lues,Kabupaten Gayo Lues,,Kabupaten,,Aceh,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b44616450347238,gb-22746128B44616450347238,gb-22746128B44616450347238,22746128B44616450347238,Gianyar,Kabupaten Gianyar,,Kabupaten,,Bali,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b1660874628525,gb-22746128B1660874628525,gb-22746128B1660874628525,22746128B1660874628525,Gorontalo,Gorontalo,,unresolved,,,,,Gorontalo | Gorontalo | 75.02; Kota Gorontalo | Gorontalo | 75.71,,,ambiguous_metadata_unresolved,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-candidates-unresolved,2026-07-12,Do not assign official code/name/province without row-level evidence.
idn-adm2-gb-22746128b78667545948550,gb-22746128B78667545948550,gb-22746128B78667545948550,22746128B78667545948550,Gorontalo Utara,Kabupaten Gorontalo Utara,,Kabupaten,,Gorontalo,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b57887954309635,gb-22746128B57887954309635,gb-22746128B57887954309635,22746128B57887954309635,Gowa,Kabupaten Gowa,,Kabupaten,,Sulawesi Selatan,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b46933486274006,gb-22746128B46933486274006,gb-22746128B46933486274006,22746128B46933486274006,Gresik,Kabupaten Gresik,,Kabupaten,,Jawa Timur,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b71964042918672,gb-22746128B71964042918672,gb-22746128B71964042918672,22746128B71964042918672,Grobogan,Kabupaten Grobogan,,Kabupaten,,Jawa Tengah,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b54859500646728,gb-22746128B54859500646728,gb-22746128B54859500646728,22746128B54859500646728,Gunung Kidul,Kabupaten Gunung Kidul,,Kabupaten,,Daerah Istimewa Yogyakarta,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b12491014044373,gb-22746128B12491014044373,gb-22746128B12491014044373,22746128B12491014044373,Gunung Mas,Kabupaten Gunung Mas,,Kabupaten,,Kalimantan Tengah,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b52341022582766,gb-22746128B52341022582766,gb-22746128B52341022582766,22746128B52341022582766,Halmahera Barat,Kabupaten Halmahera Barat,,Kabupaten,,Maluku Utara,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b2838702785556,gb-22746128B2838702785556,gb-22746128B2838702785556,22746128B2838702785556,Halmahera Selatan,Kabupaten Halmahera Selatan,,Kabupaten,,Maluku Utara,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b46636453933041,gb-22746128B46636453933041,gb-22746128B46636453933041,22746128B46636453933041,Halmahera Tengah,Kabupaten Halmahera Tengah,,Kabupaten,,Maluku Utara,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b70343351071090,gb-22746128B70343351071090,gb-22746128B70343351071090,22746128B70343351071090,Halmahera Timur,Kabupaten Halmahera Timur,,Kabupaten,,Maluku Utara,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b41252486574655,gb-22746128B41252486574655,gb-22746128B41252486574655,22746128B41252486574655,Halmahera Utara,Kabupaten Halmahera Utara,,Kabupaten,,Maluku Utara,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b37889128386884,gb-22746128B37889128386884,gb-22746128B37889128386884,22746128B37889128386884,Hulu Sungai Selatan,Kabupaten Hulu Sungai Selatan,,Kabupaten,,Kalimantan Selatan,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b20472072190374,gb-22746128B20472072190374,gb-22746128B20472072190374,22746128B20472072190374,Hulu Sungai Tengah,Kabupaten Hulu Sungai Tengah,,Kabupaten,,Kalimantan Selatan,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b21492383155838,gb-22746128B21492383155838,gb-22746128B21492383155838,22746128B21492383155838,Hulu Sungai Utara,Kabupaten Hulu Sungai Utara,,Kabupaten,,Kalimantan Selatan,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b305851071948,gb-22746128B305851071948,gb-22746128B305851071948,22746128B305851071948,Humbang Hasundutan,Kabupaten Humbang Hasundutan,,Kabupaten,,Sumatera Utara,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b69994664325988,gb-22746128B69994664325988,gb-22746128B69994664325988,22746128B69994664325988,Hutan,Kabupaten Hutan,,Kabupaten,,Jawa Tengah,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b36468792556341,gb-22746128B36468792556341,gb-22746128B36468792556341,22746128B36468792556341,Indragiri Hilir,Kabupaten Indragiri Hilir,,Kabupaten,,Riau,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b72920479258091,gb-22746128B72920479258091,gb-22746128B72920479258091,22746128B72920479258091,Indragiri Hulu,Kabupaten Indragiri Hulu,,Kabupaten,,Riau,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b59462811669242,gb-22746128B59462811669242,gb-22746128B59462811669242,22746128B59462811669242,Indramayu,Kabupaten Indramayu,,Kabupaten,,Jawa Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b83440404091664,gb-22746128B83440404091664,gb-22746128B83440404091664,22746128B83440404091664,Intan Jaya,Kabupaten Intan Jaya,,Kabupaten,,Papua,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b71103770185906,gb-22746128B71103770185906,gb-22746128B71103770185906,22746128B71103770185906,Jayapura,Jayapura,,unresolved,,,,,Jayapura | Papua | 94.03; Kota Jayapura | Papua | 94.71,,,ambiguous_metadata_unresolved,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-candidates-unresolved,2026-07-12,Do not assign official code/name/province without row-level evidence.
idn-adm2-gb-22746128b40741333574981,gb-22746128B40741333574981,gb-22746128B40741333574981,22746128B40741333574981,Jayawijaya,Kabupaten Jayawijaya,,Kabupaten,,Papua,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b56085237319005,gb-22746128B56085237319005,gb-22746128B56085237319005,22746128B56085237319005,Jember,Kabupaten Jember,,Kabupaten,,Jawa Timur,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b85592790675198,gb-22746128B85592790675198,gb-22746128B85592790675198,22746128B85592790675198,Jembrana,Kabupaten Jembrana,,Kabupaten,,Bali,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b64050318598962,gb-22746128B64050318598962,gb-22746128B64050318598962,22746128B64050318598962,Jeneponto,Kabupaten Jeneponto,,Kabupaten,,Sulawesi Selatan,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b68650893607060,gb-22746128B68650893607060,gb-22746128B68650893607060,22746128B68650893607060,Jepara,Kabupaten Jepara,,Kabupaten,,Jawa Tengah,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b39847330151566,gb-22746128B39847330151566,gb-22746128B39847330151566,22746128B39847330151566,Jombang,Kabupaten Jombang,,Kabupaten,,Jawa Timur,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b93097528927367,gb-22746128B93097528927367,gb-22746128B93097528927367,22746128B93097528927367,Kaimana,Kabupaten Kaimana,,Kabupaten,,Papua Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b8837306932395,gb-22746128B8837306932395,gb-22746128B8837306932395,22746128B8837306932395,Kampar,Kabupaten Kampar,,Kabupaten,,Riau,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b40136746216216,gb-22746128B40136746216216,gb-22746128B40136746216216,22746128B40136746216216,Kapuas,Kabupaten Kapuas,,Kabupaten,,Kalimantan Tengah,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b82886709098386,gb-22746128B82886709098386,gb-22746128B82886709098386,22746128B82886709098386,Kapuas Hulu,Kabupaten Kapuas Hulu,,Kabupaten,,Kalimantan Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b60715781377305,gb-22746128B60715781377305,gb-22746128B60715781377305,22746128B60715781377305,Karang Asem,Kabupaten Karang Asem,,Kabupaten,,Bali,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b38192287274107,gb-22746128B38192287274107,gb-22746128B38192287274107,22746128B38192287274107,Karanganyar,Kabupaten Karanganyar,,Kabupaten,,Jawa Tengah,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b53840275251202,gb-22746128B53840275251202,gb-22746128B53840275251202,22746128B53840275251202,Karawang,Kabupaten Karawang,,Kabupaten,,Jawa Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b38340908247842,gb-22746128B38340908247842,gb-22746128B38340908247842,22746128B38340908247842,Karimun,Kabupaten Karimun,,Kabupaten,,Kepulauan Riau,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b49947212525753,gb-22746128B49947212525753,gb-22746128B49947212525753,22746128B49947212525753,Karo,Kabupaten Karo,,Kabupaten,,Sumatera Utara,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b40819362853427,gb-22746128B40819362853427,gb-22746128B40819362853427,22746128B40819362853427,Katingan,Kabupaten Katingan,,Kabupaten,,Kalimantan Tengah,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b79405855452274,gb-22746128B79405855452274,gb-22746128B79405855452274,22746128B79405855452274,Kaur,Kabupaten Kaur,,Kabupaten,,Bengkulu,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b56151469580770,gb-22746128B56151469580770,gb-22746128B56151469580770,22746128B56151469580770,Kayong Utara,Kabupaten Kayong Utara,,Kabupaten,,Kalimantan Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b26305825050369,gb-22746128B26305825050369,gb-22746128B26305825050369,22746128B26305825050369,Kebumen,Kabupaten Kebumen,,Kabupaten,,Jawa Tengah,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b82286187836997,gb-22746128B82286187836997,gb-22746128B82286187836997,22746128B82286187836997,Kediri,Kediri,,unresolved,,,,,Kediri | Jawa Timur | 35.06; Kota Kediri | Jawa Timur | 35.71,,,ambiguous_metadata_unresolved,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-candidates-unresolved,2026-07-12,Do not assign official code/name/province without row-level evidence.
idn-adm2-gb-22746128b17774751253690,gb-22746128B17774751253690,gb-22746128B17774751253690,22746128B17774751253690,Keerom,Kabupaten Keerom,,Kabupaten,,Papua,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b21241240008354,gb-22746128B21241240008354,gb-22746128B21241240008354,22746128B21241240008354,Kendal,Kabupaten Kendal,,Kabupaten,,Jawa Tengah,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b30869437307727,gb-22746128B30869437307727,gb-22746128B30869437307727,22746128B30869437307727,Kepahiang,Kabupaten Kepahiang,,Kabupaten,,Bengkulu,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b99951880476592,gb-22746128B99951880476592,gb-22746128B99951880476592,22746128B99951880476592,Kepulauan Anambas,Kabupaten Kepulauan Anambas,,Kabupaten,,Kepulauan Riau,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b17511076551422,gb-22746128B17511076551422,gb-22746128B17511076551422,22746128B17511076551422,Kepulauan Aru,Kabupaten Kepulauan Aru,,Kabupaten,,Maluku,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b86355072671334,gb-22746128B86355072671334,gb-22746128B86355072671334,22746128B86355072671334,Kepulauan Mentawai,Kabupaten Kepulauan Mentawai,,Kabupaten,,Sumatera Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b32802105420608,gb-22746128B32802105420608,gb-22746128B32802105420608,22746128B32802105420608,Kepulauan Meranti,Kabupaten Kepulauan Meranti,,Kabupaten,,Riau,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
